AA,title,actor,type,role
LlB53,Marked Woman,Rosalind Marquis,Und,RU:
LlB53,Marked Woman,Mayo Methot,Und,R:older hostess
LlB53,Marked Woman,Allen Jenkins,Und,RU:
LlB55,San Quentin,Pat OBrien,Und,R:convict
LlB55,San Quentin,Ann Sheridan,Und,"R:sister, loves warden"
LlB55,San Quentin,Humphrey Bogart,Und,R:warden
LlB55,San Quentin,Barton McLane,Und,RU:
LlB55,San Quentin,Joseph Sawyer,Und,RU:
LlB57,A Slight Case of Murder,Edward G. Robinson,Und,"R:beer baron, ex-bootlegger"
LlB57,A Slight Case of Murder,Jane Bryan,Und,RU:
LlB57,A Slight Case of Murder,Willard Parker,Und,RU:
LlB57,A Slight Case of Murder,Ruth Donelly,Und,RU:
LlB57,A Slight Case of Murder,Allen Jenkins,Und,R:beer salesman
LlB57,A Slight Case of Murder,John Litel,Und,RU:
LlB57,A Slight Case of Murder,Harold Huber,Und,RU:
LlB57,A Slight Case of Murder,Edward Brophy,Und,RU:
LlB57,A Slight Case of Murder,Bobby Jordan,Und,RU:
LlB61,Wings of the Navy,George Brent,Und,R:naval aviator
LlB61,Wings of the Navy,Olivia deHaviland,Und,R:beloved
LlB61,Wings of the Navy,John Payne,Und,"R:naval aviator, after same girl"
LlB61,Wings of the Navy,Frank McHugh,Und,RU:
LlB61,Wings of the Navy,Victor Jory,Und,RU:
LlB62,The Oklahoma Kid,James Cagney,Und,R:young gangster
LlB62,The Oklahoma Kid,Humphrey Bogart,Und,R:rival gangster
LlB62,The Oklahoma Kid,Rosemary Lane,Und,RU:
LlB62,The Oklahoma Kid,Donald Crisp,Und,RU:
LlB62,The Oklahoma Kid,Harvey Stephens,Und,RU:
LlB62,The Oklahoma Kid,Hugh Sothern,Und,RU:
LlB62,The Oklahoma Kid,Charles Middleton,Und,RU:
LlB62,The Oklahoma Kid,Edward Pawley,Und,RU:
LlB62,The Oklahoma Kid,Ward Bond,Und,RU:
LlB62,The Oklahoma Kid,Lew Harvey,Und,RU:
LlB62,The Oklahoma Kid,Trevor Bardette,Und,RU:
LlB62,The Oklahoma Kid,John Miljan,Und,RU:
LlB62,The Oklahoma Kid,Arthur Aylesworth,Und,RU:
LlB62,The Oklahoma Kid,Irving Bacon,Und,RU:
LlB62,The Oklahoma Kid,,Und,RU:
LlB64,Invisible Stripes,George Raft,Und,RU:
LlB64,Invisible Stripes,Humphrey Bogart,Und,RU:
LlB64,Invisible Stripes,William Holden,Und,RU:
LlB64,Invisible Stripes,Flora Robson,Und,RU:
LlB64,Invisible Stripes,Jane Bryan,Und,RU:
LlB64,Invisible Stripes,Paul Kelly,Und,RU:
LlB64,Invisible Stripes,Lee Patrick,Und,RU:
LlB64,Invisible Stripes,Henry ONeill,Und,RU:
LlB64,Invisible Stripes,Moroni Olson,Und,RU:
LlB67,Knut Rockne - All-American,Pat OBrien,Und,"R:coach: Knot Rockne ""George Gipper"""
LlB67,Knut Rockne - All-American,Ronald Reagan,Und,R:football playeer
LlB67,Knut Rockne - All-American,Donald Crisp,Und,RU:
LlB67,Knut Rockne - All-American,Albert Basserman,Und,RU:
LlB67,Knut Rockne - All-American,John Qualen,Und,RU:
LlB67,Knut Rockne - All-American,Dorothy Tree,Und,RU:
LlB68,Brother Orchid,Edward G. Robinson,Und,"R:gangster, goes to Europe, converts to monk on return ""Brother Orchid"""
LlB68,Brother Orchid,Ann Sothern,Und,RU:
LlB68,Brother Orchid,Humphrey Bogart,Und,R:rival gangster
LlB68,Brother Orchid,Donald Crisp,Und,RU:
LlB68,Brother Orchid,Ralph Bellamy,Und,RU:
LlB68,Brother Orchid,Allen Jenkins,Und,RU:
LlB68,Brother Orchid,Charles D. Brown,Und,RU:
LlB68,Brother Orchid,Cecil Kellaway,Und,RU:
LlB68,Brother Orchid,Morgan Conway,Und,RU:
LlB68,Brother Orchid,Joseph Crehan,Und,RU:
LlB68,Brother Orchid,Richard Lane,Und,RU:
LlB68,Brother Orchid,Paul Guilfoyle,Und,RU:
LlB68,Brother Orchid,John Ridgely,Und,RU:
LlB68,Brother Orchid,Tom Tyler,Und,RU:
LlB78,Action in the North Atlantic,Humphrey Bogart,Und,R:first officer
LlB78,Action in the North Atlantic,Raymond Massey,Und,RZ:captain
LlB78,Action in the North Atlantic,Alan Hale,Und,RZ:coxwain
LlB78,Action in the North Atlantic,Julie Bishop,Und,RZ:bar singer
LlB83,Wake Up and Dream,June Haver,Und,R:adventurous waitress
LlB83,Wake Up and Dream,John Payne,Und,R:old sailor
LlB83,Wake Up and Dream,Connie Marshall,Und,R:young sister
LlB83,Wake Up and Dream,Charlotte Greenwood,Und,R:mean landlady
LlB83,Wake Up and Dream,John Ireland,Und,R:dentist adventurer
LlB83,Wake Up and Dream,Clem Bevans,Und,RU:
LlB83,Wake Up and Dream,Lee Patrick,Und,"RZ:brother, enlisted, lost"
LlB85,I Wonder Who's Kissing Her Now?,Mark Stevens,Und,"R:songwriter ""Joseph E. Howard"""
LlB85,I Wonder Who's Kissing Her Now?,June Haver,Und,RU:
LlB85,I Wonder Who's Kissing Her Now?,Martha Stewart,Und,RU:
LlB85,I Wonder Who's Kissing Her Now?,Reginald Gardiner,Und,RU:
LlB85,I Wonder Who's Kissing Her Now?,Leonore Aubert,Und,RU:
LlB85,I Wonder Who's Kissing Her Now?,William Frawley,Und,RU:
LlB85,I Wonder Who's Kissing Her Now?,Gene Nelson,Und,RU:
LlB90,Miss Grant Takes Richmond,Lucille Ball,Und,RU:
LlB90,Miss Grant Takes Richmond,William Holden,Und,R:suitor
LlB95,Golden Girl,Mitzi Gaynor,Und,"R:ambitious singer ""Lotta Crabtree"""
LlB95,Golden Girl,Dale Robertson,Und,RU:
LlB95,Golden Girl,Dennis Day,Und,RU:
LlB95,Golden Girl,James Barton,Und,RU:
LlB95,Golden Girl,Una Merkel,Und,RU:
LlB97,She Couldn't Say No,Jean Simmon,Und,"R:heiress, returns home"
LlB97,She Couldn't Say No,Robert Mitchum,Und,RU:
LlB97,She Couldn't Say No,Arthur Hunnicut,Und,RU:
LlB97,She Couldn't Say No,Edgar Buchanan,Und,RU:
LlB97,She Couldn't Say No,Wallace Ford,Und,RU:
LlB100,The French Line,Jane Russell,Und,"R:rejected heiress, disguises"
LlB100,The French Line,Mary McCarty,Und,R:successful dress designer
LlB100,The French Line,Gilbert Roland,Und,R:dashing comedy star
LlB100,The French Line,Arthur Hunnicutt,Und,RZ:father
LlB100,The French Line,Joyce McKenzie,Und,R:friend
LlB100,The French Line,Paula Corday,Und,RU:
LlB100,The French Line,Scott Elliott,Und,RU:
LlB100,The French Line,Steven Geray,Und,RU:
LlB100,The French Line,John Wengraf,Und,RU:
LlB100,The French Line,Michael StAngel,Und,RU:
LlB100,The French Line,Barbara Darrow,Und,RU:
LlB100,The French Line,Barbara Dobbins,Und,RU:
LlB100,The French Line,Kim Novak,Und,R:model
LlF1,Dirty Work,Stan Laurel,Und,R:chimney sweep
LlF1,Dirty Work,Oliver Hardy,Und,RU:
LlF1,Dirty Work,Lucien Littlefield,Und,RU:
LlF1,Dirty Work,Sam Adams,Und,RU:
LLG10,Summer Souvenier,Demi Moore,Und,RU:
LlH10,Just Another Girl on the I.R.T.,Ariyan Johnson,Und,"R:black teenage girl ""Chantel"""
LlH10,Just Another Girl on the I.R.T.,s a,Und,"R:Jewish history teacher, argues"
LlH10,Just Another Girl on the I.R.T.,Nikki D,Und,R:rapper
LlH10,Just Another Girl on the I.R.T.,Cee Asia,Und,R:rapper
LLl10,Sniper,Tom Berenger,Und,R:meticulous Marine sniper
LLl10,Sniper,Billy Zane,Und,"R:callow bureaucrat, marksman"
LM2,The Cave Man,Marie Prevost,Und,R:bored socialite
LM2,The Cave Man,Matt Moore,Und,RU:
LM2,The Cave Man,Phyllis Haver,Und,RU:
LM2,The Cave Man,Myrna Loy,Und,RU:
LM9,All Quiet on the Western Front,Lew Ayres,Und,"R:soldier ""Paul Baumer"""
LM9,All Quiet on the Western Front,Louis Wolheim,Und,"R:a-military ""Katzinsky"""
LM9,All Quiet on the Western Front,Slim Summerville,Und,"RN:""Tjaden"""
LM9,All Quiet on the Western Front,John Wray,Und,"RN:""Himmelstoss"""
LM9,All Quiet on the Western Front,Raymond Griffith,Und,"RN:""Gerard Duval"""
LM9,All Quiet on the Western Front,Russel Gleason,Und,"RN:""Muller"""
LM9,All Quiet on the Western Front,Ben Alexander,Und,"RN:""Kemmerick"""
LM9,All Quiet on the Western Front,Beryl Mercer,Und,"RN:""Mrs. Baumer"""
LM9,All Quiet on the Western Front,Ernest Borgnine,Und,RU:
LM9,All Quiet on the Western Front,Richard Thomas,Und,RU:
LM10,The Front Page,Adolphe Menjou,Und,R:reporter
LM10,The Front Page,Pat OBrien,Und,"RN:""Hildy Johnson"""
LM10,The Front Page,Mary Brian,Und,"RN:""Peggy"""
LM10,The Front Page,Edward Everett Horton,Und,"RN:""Bensinger"""
LM10,The Front Page,Walter Catlett,Und,"RN:""Murphy"""
LM10,The Front Page,George E. Stone,Und,"RN:""Earl William"""
LM10,The Front Page,Slim Summerville,Und,"RN:""Pincus"""
LM11,Rain,Joan Crawford,Und,"R:torrid shady lady ""Sadie Thompson"""
LM11,Rain,Walter Huston,Und,R:bigotted professional reformer
LM11,Rain,William Gargan,Und,"R:bluff, amorous marine"
LM11,Rain,Beulah Bondi,Und,RU:
LM11,TZ:Rain,Guy Kibbee,Und,R:shpping company owner
LM15,Anthing Goes,Bing Crosby,Und,RU:
LM15,Anthing Goes,Ethel Merman,Und,RU:
LM15,Anthing Goes,Charles Ruggles,Und,RU:
LM15,Anthing Goes,Grace Bradley,Und,RU:
LM15,Anthing Goes,Ida Lupino,Und,RU:
LM15,Anthing Goes,Chill Wills,Und,RU:
LM15,Anthing Goes,The Avalon Boys,Und,RU:
LM15,Anthing Goes,Arthur Treacher,Und,RU:
LM17,Of Mice and Men,Burgess Meredith,Und,"R:shrewd ranchhand, protector ""George"""
LM17,Of Mice and Men,Lon Chaney jr,Und,"R:feeble-minded giant ""Lennie"""
LM17,Of Mice and Men,Bob Steele,Und,"R:sadistic foreman ""Curley"""
LM17,Of Mice and Men,Charles Bickford,Und,RU:
LM17,Of Mice and Men,Roman Bohnen,Und,RU:
LM17,Of Mice and Men,Leigh Whipper,"R:bitter black ""Crooks""",
LM17,Of Mice and Men,Betty Field,Und,"R:Curley's flirty wife ""Mae"""
LM17,Of Mice and Men,Noah Beery jr,Und,RU:
LM20,Edge of Darkness,Errol Flynn,Und,RU:
LM20,Edge of Darkness,Ann Sheridan,Und,RU:
LM20,Edge of Darkness,Walker Huston,Und,RU:
LM20,Edge of Darkness,Judith Anderson,Und,RU:
LM20,Edge of Darkness,Ruth Gordon,Und,RU:
LM20,Edge of Darkness,Nancy Coleman,Und,RU:
LM20,Edge of Darkness,Helmut Dantine,Und,RU:
LM20,Edge of Darkness,Morris Carnovsky,Und,RU:
LM20,Edge of Darkness,Charles Dingle,Und,RU:
LM20,Edge of Darkness,John Beal,Und,RU:
LM20,Edge of Darkness,Richard Fraser,Und,RU:
LM20,Edge of Darkness,Helene Thimig,Und,RU:
LM22,The Puple Heart,Dana Andrews,Und,"RZ:American pilot, prisoner, executed"
LM22,The Puple Heart,Richard Conte,Und,R:prisoner
LM22,The Puple Heart,Farley Granger,Und,RU:
LM22,The Puple Heart,Kevin OShea,Und,RU:
LM22,The Puple Heart,Sam Levene,Und,RU:
LM22,The Puple Heart,Don Barry,Und,RU:
LM22,The Puple Heart,Richard Loo,Und,RZ:Japanese officer
LM25,A Walk in the Sun,Dana Andrews,Und,R:soldier
LM25,A Walk in the Sun,Richard Conte,Und,R:soldierr
LM25,A Walk in the Sun,Sterling Holloway,Und,RU:
LM25,A Walk in the Sun,John Ireland,Und,RU:
LM25,A Walk in the Sun,George Tyne,Und,RU:
LM25,A Walk in the Sun,Lloyd Bridges,Und,RU:
LM26,The Strange Love of Martha Ivers,Barbara Stanwyck,Vil,"R:adolescent murderer ""Martha"""
LM26,The Strange Love of Martha Ivers,Van Heflin,Und,"R:witness, becomes gambler"
LM26,The Strange Love of Martha Ivers,Kirk Douglas,Wmp,"R:wimp, marries Marth, becomes district attorney"
LM26,The Strange Love of Martha Ivers,Judith Anderson,Und,"R:sadistic autie, killed"
LM26,The Strange Love of Martha Ivers,Lizabeth Scott,Und,RU:
LM26,The Strange Love of Martha Ivers,Rohman Bohnen,Und,RU:
LM29,Arch of Triumph,Ingrid Bergman,Inn,"R:suicidal, rescued, unfaithful"
LM29,Arch of Triumph,Charles Boyer,Sav,"R:refugee, savior, revengeful"
LM29,Arch of Triumph,Charles Laughton,Und,RU:
LM29,Arch of Triumph,Louis Calhern,Und,RU:
LM32,Les Misérables,Michael Rennie,Und,"R:outlaw ""Jean Valjean"""
LM32,Les Misérables,Robert Newton,Und,RU:
LM32,Les Misérables,Edmund Gwenn,Und,RU:
LM32,Les Misérables,Debra Paget,Und,RU:
LM38.,Mutiny on the Bounty,Marlon Brando,Und,RZ:mutinous leader
LM38.,Mutiny on the Bounty,Trevor Howard,Und,R:nasty captain
LM38.,Mutiny on the Bounty,Richard Harris,Und,RU:
LM38.,Mutiny on the Bounty,Hugh Griffiths,Und,RU:
LM38.,Mutiny on the Bounty,Tarita,Und,RU:
LM100,The Bull Skinner,John Beal,Und,R:new foreman
LM100,The Bull Skinner,Rod Steiger,Und,R:resentful tractor driver
LM110,Ocean's Eleven,Frank Sinatra,Und,R:head rat
LM110,Ocean's Eleven,Dean Martin,Und,R:rat
LM110,Ocean's Eleven,Peter Lawford,Und,R:rat
LM110,Ocean's Eleven,Sammy Davis,Und,R:rat
LM110,Ocean's Eleven,Richard Conte,Und,R:rat
LM110,Ocean's Eleven,Angie Dickinson,Und,RU:
LM110,Ocean's Eleven,Cesar Romero,Und,R:rat
LM110,Ocean's Eleven,Joey Bishop,Und,R:rat
LM110,Ocean's Eleven,Patrice Wymore,Und,RU:
LM110,Ocean's Eleven,Akim Tamiroff,Und,RU:
LM110,Ocean's Eleven,Henry Silva,Und,RU:
LM110,Ocean's Eleven,Ilka Chase,Und,RU:
LMa2,Frantic,Jeanne Moreau,Und,R:love
LMa2,Frantic,Maurice Ronet,Und,"RZ:lover, kills husband, get stuck in elevator"
LMa2,Frantic,Lino Ventura,Und,RZ:hated husband
LMa2,Frantic,Georges Poujouly,Und,RU:
LMa2,TZ:Frantic,Julien Tavernier,Und,RU:
LMa2,Frantic,Miles Davis,Und,R:musician
LMa4,Zazie dans le Metro,Catherine Demongeot,Und,R:foulmouthed bratsr
LMa4,Zazie dans le Metro,Phillippe Noiret,Und,"R:uncle, female imporsonator"
LMa5,A Very Private Affair,Brigitte Bardot,Und,"R:actress, ruined"
LMa5,A Very Private Affair,Marcello Mastroianni,Und,RU:
LMa10,Viva Maria!,Brigitte Bardot,Und,R:anarchist's daughter
LMa10,Viva Maria!,Jeanne Moireau,Und,R:circus performer
LMa10,Viva Maria!,George Hamilton,Und,RU:
LMa10,Viva Maria!,s a,Und,R:Irish anarchist
LMa18,Souffle au Coeur,Benoit Ferreux,Und,R:adolescent
LMa18,Souffle au Coeur,Lea Massari,Und,R:devoted mother
LMa18,Souffle au Coeur,Fabian Ferreux,Und,R:brother
LMa18,Souffle au Coeur,Daniel Gelin,Und,R:impatient doctor father
LMa19,Lacombe Lucien,Blaise Pascal,Und,R:teenage Nazi collaborator
LMa21,Pretty Baby,Brooke Shields,Und,R:prostitute
LMa21,Pretty Baby,Susan Sarandon,Und,R:mother
LMa21,Pretty Baby,Keith Carradine,Und,"R:photographer, marries prostitute ""E.J. Belloq"""
LMa21,Pretty Baby,Antonio Fargas,Und,RU:
LMa21,Pretty Baby,Frances Faye,Und,RU:
LMa21,Pretty Baby,Diana Scarwid,Und,RU:
LMa23,My Dinner With Andre,Wallace Shawn,Und,"R:pragmatic ""Wallace Shawn"""
LMa23,My Dinner With Andre,Andre Gregory,Und,"R:transcendental ""Andre Gregory"""
LMa24,Atlantic City,Burt Lancaster,Und,R:former numbers runner and bodyguard
LMa24,Atlantic City,Susan Sarandon,Inn,R:croupier to be
LMa24,Atlantic City,Kate Reid,Und,R:widow of mobster
LMa24,TZ:Crackers,Donald Sutherland,Und,RU:
LMa26,TZ:Crackers,Sean Penn,Und,RU:
LMa26,TZ:Crackers,Jack Warden,Und,RU:
LMa26,TZ:Crackers,Wallace Shawn,Und,RU:
LMa26,TZ:Crackers,Larry Riley,Und,RU:
LMa26,TZ:Crackers,Trididad Silva,Und,RU:
LMa26,TZ:Crackers,Christine Baranski,Und,RU:
LMa26,TZ:Crackers,Irwin Corey,Und,RU:
LMa35,May Fools,Michel Piccoli,Und,"R:vineyard manager, son of Mm.Vieuzac, widower"
LMa35,May Fools,MiouMiou,Und,R:greedy sister
LMa35,May Fools,Michel Duchaussoy,Und,"R:brother, fatuous reporter"
LMa35,May Fools,Dominque Blanc,Und,R:orphaned niece
LMa35,May Fools,Rozenn LeTallec,Und,"R:ballet student, niece's lover"
LMa35,May Fools,Francois Berleand,Und,R:revolutionairy student
LMa35,May Fools,Bruno Carette,Und,R:macho truckdriver
LMa35,May Fools,Martine Gautier,Und,RU:
LMa35,May Fools,Paulette Dubost,Und,"R:to be buried ""Mm.Vieuzac"""
LMa37,Damage,Jeremy Irons,Vil,"R:member of Parliament, falls for son's fiancee"
LMa37,Damage,Juliette Binoche,"Lov,Vmp","R:beauty, son's enigmatic fiancee, hurt by fiancee"
LMa37,Damage,Rupert Graves,Und,R:son
LMa37,Damage,Miranda Richardson,Und,"R:rich, charming wife"
LMa37,Damage,Ian Bannen,Und,RU:
LMa37,Damage,Leslie Caron,Und,RU:
LMa40,Vanya on 42nd Street,Julianne Moore,Und,R:waitress
LMa40,Vanya on 42nd Street,Wallace Shawn,Und,"R:smitten,suicidal ""Uncle Vanya"""
LMa40,Vanya on 42nd Street,Larry Pine,Und,"R:family doctor ""Astrov"""
LMa40,Vanya on 42nd Street,s a,Und,"R:professor, husband"
LMa40,Vanya on 42nd Street,Brooke Smith,Und,"R:lovelorn stepdaughter ""Sonya"""
LMC6,The Kid From Spain,Eddie Cantor,Und,"R:college boy, gets involved in robbery, flees, mistaken for matador"
LMC6,The Kid From Spain,Lyda Roberti,Und,R:vivacious
LMC6,The Kid From Spain,Robert Young,Und,"R:college boy, gets involved in robbery, flees"
LMC6,The Kid From Spain,Ruth Hall,Und,RU:
LMC6,The Kid From Spain,John Miljan,Und,RU:
LMC6,The Kid From Spain,Noah Beery,Und,RU:
LMC6,The Kid From Spain,J.Carrol Naish,Und,RU:
LMC6,The Kid From Spain,Stanley Fields,Und,RU:
LMC6,The Kid From Spain,Betty Grable,Und,RU:
LMC6,The Kid From Spain,Paulette Goddard,Und,RU:
LMC6,The Kid From Spain,Sidney Franklin,Und,R:matador
LMC6,The Kid From Spain,Lucille Ball,Und,R:chorus girl
LMC6,The Kid From Spain,Virgina Bruce,Und,R:chorus girl
LMC9,Duck Soup,Groucho Marx,Und,R:incompetent king
LMC9,Duck Soup,Harpo Marx,Und,R:childish spy
LMC9,Duck Soup,Chico Marx,Und,R:mean spy
LMC9,Duck Soup,Zeppo Marx,Und,R:romantic
LMC9,Duck Soup,Margaret Dumont,Und,R:long suffering queen
LMC9,Duck Soup,Edgar Kennedy,Und,R:slow-burning lemonade vendor
LMC9,Duck Soup,Louis Calhern,Und,R:silly cad
LMC9,Duck Soup,Raquel Torres,Und,RU:
LMC9,Duck Soup,Edwin Maxwell Torres,Und,RU:
LMC12,Ruggles of Red Gap,Charles Laughton,Und,R:British butler
LMC12,Ruggles of Red Gap,Mary Boland,Und,RU:
LMC12,Ruggles of Red Gap,Charles Ruggles,Und,"R:rancher, master"
LMC12,Ruggles of Red Gap,Zasu Pitts,Und,RU:
LMC12,Ruggles of Red Gap,Roland Young,Und,RU:
LMC12,Ruggles of Red Gap,Leila Hyams,Und,RU:
LMC12,Ruggles of Red Gap,James Burke,Und,RU:
LMC12,Ruggles of Red Gap,Maud Eburne,Und,RU:
LMC12,Ruggles of Red Gap,Lucien Lttlefield,Und,RU:
LMC13,The Milky Way,Harold Lloyd,Und,"R:milkman, prizefighter"
LMC13,The Milky Way,Adolphe Menjou,Und,RZ:crook
LMC13,The Milky Way,Verree Teasdale,Und,RU:
LMC13,The Milky Way,Helen Mack,Und,RU:
LMC13,The Milky Way,William Gargan,Und,RU:
LMC13,The Milky Way,George Barbier,Und,RU:
LMC13,The Milky Way,Lionel Stander,Und,RZ:milk company president
LMC14,Make Way for Tomorrow,Victor Moore,Und,R:aging
LMC14,Make Way for Tomorrow,Beulah Bondi,Und,R:aging
LMC14,Make Way for Tomorrow,Thomas Mitchell,Und,RU:
LMC14,Make Way for Tomorrow,Fay Bainter,Und,RU:
LMC14,Make Way for Tomorrow,Porter Hall,Und,RU:
LMC15,The Awful Truth,Irene Dunne,Und,R:divorcing
LMC15,The Awful Truth,Cary Grant,Und,R:divorcing
LMC15,The Awful Truth,Ralph Bellamy,Und,RU:
LMC15,The Awful Truth,Esther Dale,Und,RU:
LMC15,The Awful Truth,Cecil Cunningham,Und,RU:
LMC15,The Awful Truth,Alexander dArcy,Und,RU:
LMC15,The Awful Truth,Joyce Compton,Und,RU:
LMC15,The Awful Truth,Asta,AniCam,R:dog
LMC16,Love Affair,Irene Dunne,Und,R:passenger
LMC16,Love Affair,Charles Boyer,Und,R:commits to rendezvous
LMC16,Love Affair,Marie Ouspenskaya,Und,RU:
LMC16,Love Affair,Lee Bowman,Und,RU:
LMC16,Love Affair,Astrid Allwyn,Und,RU:
LMC16,Love Affair,Aurice Moscovich,Und,RU:
LMC18,Going My Way,Bing Crosby,Und,R:kind priest
LMC18,Going My Way,Barry Fitzgerald,Und,R:older priest
LMC18,Going My Way,Rise Stevens,Und,R:distraught parishionr
LMC18,Going My Way,Frank McHugh,Und,RU:
LMC18,Going My Way,James Brown,Und,RU:
LMC18,Going My Way,Gene Lockhart,Und,RU:
LMC18,Going My Way,Jean Heather,Und,RU:
LMC18,Going My Way,Porter Hall,Und,RU:
LMC19,The Bells of St. Mary's,Bing Crosby,Und,R:kind priest
LMC19,The Bells of St. Mary's,Ingrid Bergman,Und,"R:nun school principal ""Sister Benedict"""
LMC19,The Bells of St. Mary's,Henry Travers,Und,RZ:developer
LMC19,The Bells of St. Mary's,William Gargan,Und,RU:
LMC19,The Bells of St. Mary's,Ruth Donelly,Und,R:teacher
LMC19,The Bells of St. Mary's,Rhys Williams,Und,RU:
LMC19,The Bells of St. Mary's,Una OConnor,Und,RU:
LMC19,The Bells of St. Mary's,Eva Novak,Und,RU:
LMC23,An Affair to Remember,Cary Grant,Und,RU:
LMC23,An Affair to Remember,Deborah Kerr,Lov,"R:has accident, misses meeting on skycraper"
LMC23,An Affair to Remember,Richard Denning,Und,RU:
LMC23,An Affair to Remember,Neva Patterson,Und,RU:
LMC23,An Affair to Remember,Cathleen Nesbitt,Und,RU:
LMe10,Queen Elizabeth,Sarah Bernhardt,Und,"R:queen ""Elizabeth I"""
LMe10,Queen Elizabeth,Lou Tellegen,Und,RU:
LMe10,Queen Elizabeth,Mlle. Romain,Und,RU:
LMe10,Queen Elizabeth,M. Maxudian,Und,RU:
LMf10,Flubber,Robin Williams,Und,R:professor
LMg10,The Advocate,Colin Frits,Und,"RS:city advocate, tries country work ""Courtois"""
LMg10,The Advocate,Ian Holm,Und,"R:self serving priest ""Albertus"""
LMg10,The Advocate,s a,Und,R:clerk
LMg10,The Advocate,Donald Pleasance,Und,R:country prosecutor
LMg10,The Advocate,Amina Annabi,Und,R:gipsy girl. wants to keep accused pig
LMg10,The Advocate,Nicol Williamson,Und,R:evil seigneur
LMg10,The Advocate,Lysette Anthony,Und,R:available maid
LMg10,The Advocate,Michael Gough,Und,"R:accused farmer, freed"
LMg10,The Advocate,Helmut Walker,Und,RSU:
LMg10,The Advocate,Jim Carter,Und,RZ:country judge
LMg10,The Advocate,Sophie Dix,Und,R:giggling daughter of seigneur
LMi5,Nero and the Burning of Rome,Alberto A. Capozzi,Und,"R:emperor ""Nero"""
LMi5,Nero and the Burning of Rome,Lydia de Roberti,Und,RU:
LnK10,Dr. Jekyll and the Wolfman,Paul Naschy,Und,"R:wolfman, becomes a Mr. Hyde ""Vlademar"""
LnK10,Dr. Jekyll and the Wolfman,Jack Taylor,Und,R:grandson of Dr. Jekyll
LNm10,The Night My Number Came Up,Michael Redgrave,Und,R:dreams about crash
LNm10,The Night My Number Came Up,Alexander Knox,Und,RU:
LNm10,The Night My Number Came Up,Sheila Sim,Und,RU:
LNm10,The Night My Number Came Up,Denholm Elliott,Und,RU:
LNm10,The Night My Number Came Up,Ursula Jeans,Und,RU:
LNm10,The Night My Number Came Up,George Rose,Und,RU:
LNm10,The Night My Number Came Up,Nigel Stock,Und,RU:
LNm10,The Night My Number Came Up,Michael Hodern,Und,RU:
LNm10,The Night My Number Came Up,Ralph Truman,Und,RU:
LNm10,The Night My Number Came Up,Victor Maddern,Und,RU:
LNm10,The Night My Number Came Up,Bill Kerr,Und,RU:
LNm10,The Night My Number Came Up,Alfie Bass,Und,RU:
Lob9,This is My Life,Judith Kavner,Und,"R:nightclub comic, mother"
Lob9,This is My Life,Carry Fisher,Und,RU:
Lob9,This is My Life,Gaby Hoffman,Und,R:daughter
Lob9,This is My Life,Samantha,Und,RU:
Lob9,This is My Life,Dan Ackroyd,Und,RZ:talent agent
LOb10,One Fine Day,Michelle Pfeiffer,Und,RU:
LOb13,Hope Floats,Sandra Bullock,Und,"R:divorced, goes home"
LOb13,Hope Floats,Conniff,Und,R:old beau
LOb13,Hope Floats,Gena Rowlands,Und,R:supportive mother
LoG40,When We Were Kings,Muhammed Ali,Und,"R:young boxer, wins world championship ""Muhammed Ali"""
LoG40,When We Were Kings,George Foreman,Und,"R:boxer ""Geroge Foreman"""
LoG40,When We Were Kings,Norman Mailer,Und,"R:commentator ""Norman Mailer"""
LoG40,When We Were Kings,George Plimpton,Und,"R:commentator ""George Plimpton"""
LoG40,When We Were Kings,James Brown,Und,"R:soul musician ""James Brown"""
LoG40,When We Were Kings,B.B. King,Und,"R:blues musician ""B.B> King"""
LoK3,Murder in Trinidad,Nigel Bruce,Und,R:detective
LoK3,Murder in Trinidad,Heather Angel,Und,RU:
LoK3,Murder in Trinidad,Victor Jory,Und,RU:
LoK3,Murder in Trinidad,Murray Kinnell,Und,RU:
LoK3,Murder in Trinidad,Douglas Walton,Und,RU:
LoK3,Murder in Trinidad,J.Carroll Naish,Und,RU:
LoK9,Charlie Chan in Egypt,Warner Oland,Agn,R:detective
LoK9,Charlie Chan in Egypt,Pat Paterson,Und,RU:
LoK9,Charlie Chan in Egypt,Thomas Beck,Und,RU:
LoK9,Charlie Chan in Egypt,Rita Hayworth,Und,RU:
LoK9,Charlie Chan in Egypt,Jameson Thomas,Und,RU:
LoK9,Charlie Chan in Egypt,Farnk Conroy,Und,RU:
LoK9,Charlie Chan in Egypt,Nigel deBrulier,Und,RU:
LoK9,Charlie Chan in Egypt,Paul Porcasi,Und,RU:
LoK9,Charlie Chan in Egypt,Stepin Fetchit,Und,RU:
LoK20,Bulldog Drummond Comes Back,John Barrymore,Und,RU:
LoK20,Bulldog Drummond Comes Back,Louise Campbell,Und,RU:
LoK30,The Way of All Flesh,Akim Tamiroff,Und,"R:respected man, leaves family, ashamed"
LoK30,The Way of All Flesh,Gladys George,Und,RU:
LoK30,The Way of All Flesh,Muriel Angelus,Und,RU:
LoK30,The Way of All Flesh,Berton Churchill,Und,RU:
LoK30,The Way of All Flesh,Fritz Leiber,Und,RU:
LoK50,Dangerous Mission,Victor mature,Und,R:court agent
LoK50,Dangerous Mission,Piper Laurie,Und,R:witness to be returned
LoK50,Dangerous Mission,Vincent Price,Vil,R:wants to silence her
